"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",18,20,18,24,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",19,14,19,18,"Consider replacing the 2rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-6.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",20,17,20,22,"There's no replacement styling hook for the 300px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",25,17,25,21,"Consider replacing the 2rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-6.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",26,18,26,24,"Consider replacing the 1.5rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",27,17,27,20,"There's no replacement styling hook for the 1px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",27,27,27,34,"There's no replacement styling hook for the #f3f4f6 static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",32,20,32,24,"There's no replacement styling hook for the 16px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",37,16,37,25,"Consider replacing the 0.8125rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-base.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",38,12,38,19,"Consider replacing the #1d4ed8 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-2
2. --slds-g-color-accent-container-2
3. --slds-g-color-brand-base-40
4. --slds-g-color-info-base-40
5. --slds-g-color-info-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",40,17,40,24,"Consider replacing the #eff6ff static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-light-1
2. --slds-g-color-surface-2
3. --slds-g-color-surface-3
4. --slds-g-color-surface-container-2
5. --slds-g-color-surface-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",41,14,41,17,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",41,18,41,21,"Consider replacing the 8px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-2.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",42,20,42,23,"There's no replacement styling hook for the 6px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",43,13,43,16,"Consider replacing the 1px static value with an SLDS 2 styling hook that has a similar value: --slds-g-sizing-border-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",43,23,43,30,"Consider replacing the #bfdbfe static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-info-container-1
2. --slds-g-color-brand-base-90
3. --slds-g-color-info-base-80
4. --slds-g-color-brand-base-80
5. --slds-g-color-info-base-90.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",49,17,49,24,"Consider replacing the #dbeafe static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-light-2
2. --slds-g-color-accent-light-1
3. --slds-g-color-surface-container-3
4. --slds-g-color-surface-2
5. --slds-g-color-surface-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",50,19,50,26,"Consider replacing the #93c5fd static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-brand-base-80
2. --slds-g-color-info-base-80
3. --slds-g-color-brand-base-70
4. --slds-g-color-info-base-70
5. --slds-g-color-info-base-65.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",55,13,55,16,"Consider replacing the 1px static value with an SLDS 2 styling hook that has a similar value: --slds-g-sizing-border-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",55,23,55,30,"Consider replacing the #e5e7eb static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-border-1
2. --slds-g-color-border-inverse-1
3. --slds-g-color-disabled-container-1
4. --slds-g-color-disabled-container-2
5. --slds-g-color-error-base-95.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",56,20,56,24,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",166,118,166,130,"Change the variant attribute value from bare-inverse to bare in <lightning-button-icon> or <lightning-icon>.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",166,139,166,156,"Add or move slds-button and slds-button_icon to the class attribute of the <button> element or <lightning-button-icon> component.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",391,118,391,130,"Change the variant attribute value from bare-inverse to bare in <lightning-button-icon> or <lightning-icon>.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",391,139,391,156,"Add or move slds-button and slds-button_icon to the class attribute of the <button> element or <lightning-button-icon> component.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",456,118,456,130,"Change the variant attribute value from bare-inverse to bare in <lightning-button-icon> or <lightning-icon>.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",456,139,456,156,"Add or move slds-button and slds-button_icon to the class attribute of the <button> element or <lightning-button-icon> component.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",3,12,3,19,"Consider replacing the #111827 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-on-surface-3
2. --slds-g-color-info-base-10
3. --slds-g-color-neutral-base-10
4. --slds-g-color-neutral-base-15
5. --slds-g-color-info-base-15.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",10,14,10,20,"Consider replacing the 1.5rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",10,21,10,25,"Consider replacing the 2rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-6.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",11,17,11,24,"Consider replacing the #ffffff static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",12,20,12,23,"There's no replacement styling hook for the 1px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",12,30,12,37,"There's no replacement styling hook for the #e5e7eb static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",13,20,13,24,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",13,25,13,29,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",17,16,17,22,"Consider replacing the 1.5rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",18,18,18,21,"Consider replacing the 700 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-7.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",19,20,19,27,"Consider replacing the 0.25rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",23,16,23,23,"There's no replacement styling hook for the 0.95rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",24,12,24,19,"Consider replacing the #6b7280 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-neutral-base-50
2. --slds-g-color-on-disabled-1
3. --slds-g-color-on-disabled-2
4. --slds-g-color-palette-neutral-50.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",28,17,28,24,"Consider replacing the #ffffff static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",29,14,29,18,"Consider replacing the 2rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-6.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",30,24,30,28,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",30,29,30,33,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",34,16,34,22,"There's no replacement styling hook for the 1.1rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",35,18,35,21,"Consider replacing the 700 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-7.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",36,20,36,24,"Consider replacing the 1rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",37,12,37,19,"Consider replacing the #374151 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-neutral-base-30
2. --slds-g-color-palette-neutral-30
3. --slds-g-color-palette-cloud-blue-20.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",41,13,41,16,"Consider replacing the 1px static value with an SLDS 2 styling hook that has a similar value: --slds-g-sizing-border-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",42,17,42,24,"Consider replacing the #e5e7eb static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-container-3
2. --slds-g-color-surface-2
3. --slds-g-color-surface-3
4. --slds-g-color-surface-container-2
5. --slds-g-color-accent-light-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",43,13,43,17,"Consider replacing the 2rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-6.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",50,17,50,22,"There's no replacement styling hook for the 250px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",52,17,52,20,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",53,20,53,23,"Consider replacing the 8px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-2.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",54,13,54,16,"Consider replacing the 1px static value with an SLDS 2 styling hook that has a similar value: --slds-g-sizing-border-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",54,23,54,30,"Consider replacing the #e5e7eb static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-border-1
2. --slds-g-color-border-inverse-1
3. --slds-g-color-disabled-container-1
4. --slds-g-color-disabled-container-2
5. --slds-g-color-error-base-95.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",62,17,62,24,"Consider replacing the #f0fdf4 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
